Terms,Freq,Posting,Compress Posting,Gamma Code
mangá,39,"[6, 9, 10, 11, 12, 13, 14, 15, 16, 28, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 64, 65, 66, 67, 68, 69, 70, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[6, 3, 1, 1, 1, 1, 1, 1, 1, 12, 9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 16, 1, 1, 1, 1, 1, 1, 22, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11010, 101, 0, 0, 0, 0, 0, 0, 0, 1110100, 1110001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111100000, 0, 0, 0, 0, 0, 0, 111100110, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
manhã,7,"[10, 13, 26, 53, 56, 92, 101]","[10, 3, 13, 27, 3, 36, 9]","[1110010, 101, 1110101, 111101011, 101, 11111000100, 1110001]"
mania,8,"[10, 49, 52, 53, 55, 56, 57, 58]","[10, 39, 3, 1, 2, 1, 1, 1]","[1110010, 11111000111, 101, 0, 100, 0, 0, 0]"
manson,3,"[12, 13, 14]","[12, 1, 1]","[1110100, 0, 0]"
mantém,19,"[9, 10, 11, 12, 13, 14, 15, 16, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 74]","[9, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 38]","[1110001, 0, 0, 0, 0, 0, 0, 0, 1110011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11111000110]"
manuais,8,"[9, 10, 11, 12, 13, 14, 15, 16]","[9, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0]"
manual,14,"[9, 10, 11, 12, 13, 14, 15, 16, 23, 45, 59, 88, 100, 101]","[9, 1, 1, 1, 1, 1, 1, 1, 7, 22, 14, 29, 12, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0, 11011, 111100110, 1110110, 111101101, 1110100, 0]"
mapa,58,"[3, 9, 10, 11, 12, 13, 14, 15, 16, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 67, 68, 70, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[3, 6, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 11010, 0, 0, 0, 0, 0, 0, 0, 1110011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 100, 1110100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
maquiagem,11,"[3, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[3, 79, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 1111110001111, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
marabraz,10,"[92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[92, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110011100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
maravilha,4,"[9, 93, 94, 95]","[9, 84, 1, 1]","[1110001, 1111110010100, 0, 0]"
maravilhoso,9,"[8, 10, 12, 13, 21, 55, 91, 93, 99]","[8, 2, 2, 1, 8, 34, 36, 2, 6]","[1110000, 100, 100, 0, 1110000, 11111000010, 11111000100, 100, 11010]"
marca,44,"[6, 9, 10, 11, 12, 13, 14, 15, 16, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 73, 94, 98]","[6, 3, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 15, 21, 4]","[11010, 101, 0, 0, 0, 0, 0, 0, 0, 1110011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110111, 111100101, 11000]"
marcada,5,"[5, 9, 87, 90, 96]","[5, 4, 78, 3, 6]","[11001, 11000, 1111110001110, 101, 11010]"
marcador,5,"[83, 89, 93, 98, 100]","[83, 6, 4, 5, 2]","[1111110010011, 11010, 11000, 11001, 100]"
marcelo,6,"[1, 3, 4, 6, 7, 99]","[1, 2, 1, 2, 1, 92]","[0, 100, 0, 100, 0, 1111110011100]"
marciais,10,"[92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[92, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110011100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
marco,5,"[10, 33, 50, 69, 95]","[10, 23, 17, 19, 26]","[1110010, 111100111, 111100001, 111100011, 111101010]"
marginal,11,"[71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81]","[71, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110000111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
maria,7,"[2, 10, 18, 24, 38, 40, 47]","[2, 8, 8, 6, 14, 2, 7]","[100, 1110000, 1110000, 11010, 1110110, 100, 11011]"
mark,5,"[10, 12, 13, 14, 98]","[10, 2, 1, 1, 84]","[1110010, 100, 0, 0, 1111110010100]"
market,15,"[52, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 88]","[52, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 18]","[11111010100, 11010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111100010]"
marketplace,20,"[49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[49, 1, 1, 1, 1, 1, 1, 1, 1, 1, 34, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111010001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11111000010, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
maroto,1,[6],[6],[11010]
martha,6,"[16, 24, 26, 52, 86, 100]","[16, 8, 2, 26, 34, 14]","[111100000, 1110000, 100, 111101010, 11111000010, 1110110]"
martin,13,"[22, 84, 85, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[22, 62, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[111100110, 11111011110, 0, 11011, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
martins,3,"[1, 24, 53]","[1, 23, 29]","[0, 111100111, 111101101]"
marvel,9,"[17, 64, 65, 66, 67, 68, 69, 70, 97]","[17, 47, 1, 1, 1, 1, 1, 1, 27]","[111100001, 11111001111, 0, 0, 0, 0, 0, 0, 111101011]"
março,4,"[3, 7, 8, 55]","[3, 4, 1, 47]","[101, 11000, 0, 11111001111]"
masami,1,[28],[28],[111101100]
masculinas,8,"[64, 65, 66, 67, 68, 69, 70, 85]","[64, 1, 1, 1, 1, 1, 1, 15]","[1111110000000, 0, 0, 0, 0, 0, 0, 1110111]"
masculino,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 56, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 48, 26, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 11111010000, 111101010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
massagem,11,"[49, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[49, 43, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111010001, 11111001011, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mastercard,29,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 74, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1111110001010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
matematica,4,"[75, 78, 80, 81]","[75, 3, 2, 1]","[1111110001011, 101, 100, 0]"
matemática,3,"[7, 65, 78]","[7, 58, 13]","[11011, 11111011010, 1110101]"
materiais,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 45]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 37]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 11111000101]"
material,45,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 64, 65, 66, 67, 68, 69, 70, 82, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 38, 1, 1, 1, 1, 1, 1, 12, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11111000110, 0, 0, 0, 0, 0, 0, 1110100, 1110010, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
maternidade,10,"[82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[82, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110010010, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
maçã,8,"[49, 50, 52, 53, 55, 56, 57, 58]","[49, 1, 2, 1, 2, 1, 1, 1]","[11111010001, 0, 100, 0, 100, 0, 0, 0]"
mcgraw,1,[75],[75],[1111110001011]
mecum,14,"[11, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 64]","[11, 26, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 16]","[1110011, 111101010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111100000]"
media,4,"[71, 73, 74, 85]","[71, 2, 1, 11]","[1111110000111, 100, 0, 1110011]"
medicina,51,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 64, 65, 66, 67, 68, 69, 70, 74, 76, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[8, 1, 1, 1, 1, 1, 1, 1, 1, 21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 15, 1, 1, 1, 1, 1, 1, 4, 2, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1110000, 0, 0, 0, 0, 0, 0, 0, 0, 111100101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110111, 0, 0, 0, 0, 0, 0, 11000, 100, 11010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
medidas,18,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 50, 51, 52, 53, 54, 55, 56, 58]","[27, 1, 1, 1, 1, 1, 1, 1, 1, 1, 14, 1, 1, 1, 1, 1, 1, 2]","[111101011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110110, 0, 0, 0, 0, 0, 0, 100]"
medidores,10,"[92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[92, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110011100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
medo,11,"[6, 8, 12, 42, 59, 91, 94, 96, 97, 99, 101]","[6, 2, 4, 30, 17, 32, 3, 2, 1, 2, 2]","[11010, 100, 11000, 111101110, 111100001, 11111000000, 101, 100, 0, 100, 100]"
meio,39,"[5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 45, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 70, 92, 93, 101]","[5, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 22, 1, 8]","[11001, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 1110010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110001, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110011, 111100110, 0, 1110000]"
melhor,39,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 21, 23, 25, 26, 45, 57, 61, 67, 69, 70, 83, 85, 88, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 2, 2, 1, 19, 12, 4, 6, 2, 1, 13, 2, 3, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11001, 100, 100, 0, 111100011, 1110100, 11000, 11010, 100, 0, 1110101, 100, 101, 11000, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
melhoramentos,3,"[79, 80, 81]","[79, 1, 1]","[1111110001111, 0, 0]"
melhorar,5,"[0, 13, 37, 56, 75]","[0, 13, 24, 19, 19]","[0, 1110101, 111101000, 111100011, 111100011]"
membro,12,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 16, 19, 95]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 8, 3, 76]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1110000, 101, 1111110001100]"
memoráveis,6,"[9, 12, 14, 16, 83, 85]","[9, 3, 2, 2, 67, 2]","[1110001, 101, 100, 100, 1111110000011, 100]"
memória,21,"[1, 10, 18, 24, 26, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 69, 73, 89, 99]","[1, 9, 8, 6, 2, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 21, 4, 16, 10]","[0, 1110001, 1110000, 11010, 100, 1110011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111100101, 11000, 111100000, 1110010]"
mencionam,5,"[0, 3, 5, 6, 8]","[0, 3, 2, 1, 2]","[0, 101, 100, 0, 100]"
menina,26,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 22, 68, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 94, 95, 97, 100]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 46, 14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110101, 11111001110, 1110110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 100, 101]"
menino,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 19, 55, 66, 72, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 10, 36, 11, 6, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110010, 11111000100, 1110011, 11010, 1110010, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
menor,21,"[8, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[8, 74, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1110000, 1111110001010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
menos,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 63, 70, 82, 89, 93]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 27, 7, 12, 7, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 111100011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111101011, 11011, 1110100, 11011, 11000]"
mensagens,5,"[7, 9, 13, 16, 32]","[7, 2, 4, 3, 16]","[11011, 100, 11000, 101, 111100000]"
mente,15,"[2, 3, 12, 13, 49, 57, 59, 74, 82, 86, 89, 92, 94, 96, 100]","[2, 1, 9, 1, 36, 8, 2, 15, 8, 4, 3, 3, 2, 2, 4]","[100, 0, 1110001, 0, 11111000100, 1110000, 100, 1110111, 1110000, 11000, 101, 101, 100, 100, 11000]"
menu,32,"[59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[59, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111011011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
meramente,31,"[9, 10, 11, 12, 13, 14, 15, 16, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 82, 83, 85, 86, 87, 89, 90, 91, 96, 97, 98, 99, 100]","[9, 1, 1, 1, 1, 1, 1, 1, 33, 1, 1, 1, 1, 1, 1, 1, 1, 1, 24, 1, 2, 1, 1, 2, 1, 1, 5, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0, 11111000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111101000, 0, 100, 0, 0, 100, 0, 0, 11001, 0, 0, 0, 0]"
mercado,11,"[0, 7, 8, 49, 52, 53, 55, 56, 57, 58, 63]","[0, 7, 1, 41, 3, 1, 2, 1, 1, 1, 5]","[0, 11011, 0, 11111001001, 101, 0, 100, 0, 0, 0, 11001]"
mercadorias,8,"[9, 10, 11, 12, 13, 14, 15, 16]","[9, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0]"
merece,11,"[3, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58]","[3, 46, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 11111001110, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mero,14,"[14, 16, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","[14, 2, 21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1110110, 100, 111100101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mesa,45,"[9, 10, 11, 12, 13, 14, 15, 16, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 64, 65, 66, 67, 68, 69, 70, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[9, 1, 1, 1, 1, 1, 1, 1, 33, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0, 11111000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11010, 0, 0, 0, 0, 0, 0, 1110100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mesma,16,"[3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 38, 60, 63, 80, 90]","[3, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 22, 22, 3, 17, 10]","[101, 100, 101, 0, 0, 0, 0, 0, 0, 0, 0, 111100110, 111100110, 101, 111100001, 1110010]"
mestre,4,"[6, 14, 26, 46]","[6, 8, 12, 20]","[11010, 1110000, 1110100, 111100100]"
metro,9,"[9, 10, 11, 12, 13, 14, 15, 16, 85]","[9, 1, 1, 1, 1, 1, 1, 1, 69]","[1110001, 0, 0, 0, 0, 0, 0, 0, 1111110000101]"
metropolitanas,10,"[49, 50, 51, 52, 53, 54, 55, 56, 57, 58]","[49, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111010001, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mexer,1,[56],[56],[11111011000]
michael,5,"[3, 5, 10, 16, 95]","[3, 2, 5, 6, 79]","[101, 100, 11001, 11010, 1111110001111]"
michaelis,3,"[79, 80, 81]","[79, 1, 1]","[1111110001111, 0, 0]"
micro,27,"[49, 52, 53, 55, 56, 57, 58, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[49, 3, 1, 2, 1, 1, 1, 24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111010001, 101, 0, 100, 0, 0, 0, 111101000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
microsoft,11,"[85, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[85, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110010101, 11011, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
milagre,7,"[10, 12, 13, 53, 56, 92, 101]","[10, 2, 1, 40, 3, 36, 9]","[1110010, 100, 0, 11111001000, 101, 11111000100, 1110001]"
milhares,8,"[0, 1, 3, 4, 5, 6, 7, 8]","[0, 1, 2, 1, 1, 1, 1, 1]","[0, 0, 100, 0, 0, 0, 0, 0]"
milhão,12,"[0, 10, 13, 66, 73, 85, 89, 91, 92, 93, 96, 101]","[0, 10, 3, 53, 7, 12, 4, 2, 1, 1, 3, 5]","[0, 1110010, 101, 11111010101, 11011, 1110100, 11000, 100, 0, 0, 101, 11001]"
milionária,5,"[13, 57, 82, 92, 100]","[13, 44, 25, 10, 8]","[1110101, 11111001100, 111101001, 1110010, 1110000]"
militar,3,"[11, 85, 90]","[11, 74, 5]","[1110011, 1111110001010, 11001]"
minas,12,"[46, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81]","[46, 25, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111001110, 111101001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mindset,4,"[61, 66, 68, 70]","[61, 5, 2, 2]","[11111011101, 11001, 100, 100]"
minecraft,7,"[64, 65, 66, 67, 68, 69, 70]","[64, 1, 1, 1, 1, 1, 1]","[1111110000000, 0, 0, 0, 0, 0, 0]"
mini,20,"[82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[82, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110010010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
minidicionario,3,"[79, 80, 81]","[79, 1, 1]","[1111110001111, 0, 0]"
minimo,10,"[17, 18, 19, 20, 21, 22, 23, 24, 25, 26]","[17, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[111100001, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
minissérie,16,"[9, 10, 11, 12, 13, 14, 15, 16, 38, 64, 65, 66, 67, 68, 69, 70]","[9, 1, 1, 1, 1, 1, 1, 1, 22, 26, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0, 111100110, 111101010, 0, 0, 0, 0, 0, 0]"
minuto,6,"[0, 1, 3, 4, 5, 72]","[0, 1, 2, 1, 1, 67]","[0, 0, 100, 0, 0, 1111110000011]"
mister,5,"[86, 87, 89, 91, 99]","[86, 1, 2, 2, 8]","[1111110010110, 0, 100, 100, 1110000]"
mistério,8,"[12, 13, 16, 43, 50, 53, 59, 77]","[12, 1, 3, 27, 7, 3, 6, 18]","[1110100, 0, 101, 111101011, 11011, 101, 11010, 111100010]"
mito,4,"[6, 19, 39, 90]","[6, 13, 20, 51]","[11010, 1110101, 111100100, 11111010011]"
mitologia,17,"[5, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 57, 89, 95, 100]","[5, 32, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 32, 6, 5]","[11001, 11111000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110001, 11111000000, 11010, 11001]"
mixer,11,"[88, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[88, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110011000, 11000, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mizuno,10,"[92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[92, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110011100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mmplace,7,"[49, 52, 53, 55, 56, 57, 58]","[49, 3, 1, 2, 1, 1, 1]","[11111010001, 101, 0, 100, 0, 0, 0]"
mobile,10,"[49, 50, 51, 52, 53, 54, 55, 56, 57, 58]","[49, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111010001, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mobly,10,"[92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[92, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110011100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mochila,54,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 64, 65, 66, 67, 68, 69, 70, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 33, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11111000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11010, 0, 0, 0, 0, 0, 0, 1110100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mochileiro,3,"[5, 14, 94]","[5, 9, 80]","[11001, 1110001, 1111110010000]"
